Metadata: {"arch":"arm64","binary_sha256":"15def4fd8ea90eb175440651d6fc08997dc344597a38d5d41759ea5c3657a42b","binary_size":1806448,"console_log":"println","engine":"dmdscript","repository":"https://github.com/DigitalMars/DMDScript.git","revision":"45a0ba2b11162e90de7e96876289c3020ab208f5","revision_date":"2026-03-03","version":"2.1.3"}
compat-table/es6/const.for-in.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.for-in.js(11) : Error: expression expected, not 'const'
compat-table/es6/const.for-loop.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.for-loop.js(10) : Error: found 'const' instead of statement
compat-table/es6/const.for-of.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.for-of.js(11) : Error: expression expected, not 'const'
compat-table/es6/const.no-redefine.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.no-redefine.js(10) : Error: found 'const' instead of statement
compat-table/es6/const.no-statement.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.no-statement.js(10) : Error: found 'const' instead of statement
compat-table/es6/const.shadow.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.shadow.js(11) : Error: found 'const' instead of statement
compat-table/es6/const.strict.basic.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.strict.basic.js(11) : Error: found 'const' instead of statement
compat-table/es6/const.strict.block-scoped.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.strict.block-scoped.js(11) : Error: found 'const' instead of statement
compat-table/es6/const.strict.for-in.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.strict.for-in.js(12) : Error: expression expected, not 'const'
compat-table/es6/const.strict.for-loop.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.strict.for-loop.js(11) : Error: found 'const' instead of statement
compat-table/es6/const.strict.for-of.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.strict.for-of.js(12) : Error: expression expected, not 'const'
compat-table/es6/const.strict.no-redefine.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.strict.no-redefine.js(11) : Error: found 'const' instead of statement
compat-table/es6/const.strict.no-statement.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.strict.no-statement.js(11) : Error: found 'const' instead of statement
compat-table/es6/const.strict.shadow.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.strict.shadow.js(12) : Error: found 'const' instead of statement
compat-table/es6/const.strict.tdz.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.strict.tdz.js(13) : Error: found 'const' instead of statement
compat-table/es6/const.tdz.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): const.tdz.js(12) : Error: found 'const' instead of statement
compat-table/es6/default-params.arguments.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): default-params.arguments.js(10) : Error: found '=' when expecting ''
compat-table/es6/default-params.basic.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): default-params.basic.js(10) : Error: found '=' when expecting ''
compat-table/es6/default-params.explicit-undefined.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): default-params.explicit-undefined.js(10) : Error: found '=' when expecting ''
compat-table/es6/default-params.new-function.js: SyntaxError: anonymous(1) : Error: comma expected in FormalParameterList, not =
compat-table/es6/default-params.refer-previous.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): default-params.refer-previous.js(10) : Error: found '=' when expecting ''
compat-table/es6/default-params.separate-scope.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): default-params.separate-scope.js(10) : Error: found '=' when expecting ''
compat-table/es6/default-params.tdz.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): default-params.tdz.js(10) : Error: found '=' when expecting ''
compat-table/es6/destructuring-assign.array.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.array.js(11) : Error: found '[' instead of statement
compat-table/es6/destructuring-assign.astral-string.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.astral-string.js(11) : Error: found '[' instead of statement
compat-table/es6/destructuring-assign.chained-iterable.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.chained-iterable.js(11) : Error: found '[' instead of statement
compat-table/es6/destructuring-assign.chained-object.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.chained-object.js(11) : Error: found ',' when expecting ':'
compat-table/es6/destructuring-assign.computed-properties.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.computed-properties.js(11) : Error: identifier expected
compat-table/es6/destructuring-assign.defaults.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.defaults.js(11) : Error: found '=' when expecting ':'
compat-table/es6/destructuring-assign.empty-patterns.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.empty-patterns.js(10) : Error: found '[' instead of statement
compat-table/es6/destructuring-assign.generator.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.generator.js(11) : Error: found '[' instead of statement
compat-table/es6/destructuring-assign.iterable-expression.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): testCode(11) : Error: cannot assign to [a,b]
compat-table/es6/destructuring-assign.iterable-instance.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.iterable-instance.js(35) : Error: found '[' instead of statement
compat-table/es6/destructuring-assign.iterable.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.iterable.js(35) : Error: found '[' instead of statement
compat-table/es6/destructuring-assign.iterator-closing.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.iterator-closing.js(39) : Error: found '[' instead of statement
compat-table/es6/destructuring-assign.nested-rest.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.nested-rest.js(11) : Error: found '[' instead of statement
compat-table/es6/destructuring-assign.nested.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.nested.js(11) : Error: found '[' instead of statement
compat-table/es6/destructuring-assign.object-expression.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.object-expression.js(11) : Error: found ',' when expecting ':'
compat-table/es6/destructuring-assign.object-primitives.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.object-primitives.js(11) : Error: found '}' when expecting ':'
compat-table/es6/destructuring-assign.object.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.object.js(11) : Error: found ',' when expecting ':'
compat-table/es6/destructuring-assign.parenthesised-error.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.parenthesised-error.js(11) : Error: found ',' when expecting ':'
compat-table/es6/destructuring-assign.rest.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.rest.js(11) : Error: found '[' instead of statement
compat-table/es6/destructuring-assign.sparse-array.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.sparse-array.js(11) : Error: found '[' instead of statement
compat-table/es6/destructuring-assign.string.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.string.js(11) : Error: found '[' instead of statement
compat-table/es6/destructuring-assign.throws-null-undefined.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.throws-null-undefined.js(12) : Error: found '}' when expecting ':'
compat-table/es6/destructuring-assign.trailing-comma-iterable.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.trailing-comma-iterable.js(11) : Error: found '[' instead of statement
compat-table/es6/destructuring-assign.trailing-comma-object.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-assign.trailing-comma-object.js(11) : Error: found ',' when expecting ':'
compat-table/es6/destructuring-decl.array.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.array.js(10) : Error: identifier expected instead of '['
compat-table/es6/destructuring-decl.astral-string.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.astral-string.js(10) : Error: identifier expected instead of '['
compat-table/es6/destructuring-decl.catch.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.catch.js(12) : Error: found '[' when expecting 'TOK58'
compat-table/es6/destructuring-decl.computed-properties.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.computed-properties.js(11) : Error: identifier expected instead of '{'
compat-table/es6/destructuring-decl.defaults-tdz.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.defaults-tdz.js(10) : Error: identifier expected instead of '{'
compat-table/es6/destructuring-decl.defaults.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.defaults.js(10) : Error: identifier expected instead of '{'
compat-table/es6/destructuring-decl.for-in.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.for-in.js(10) : Error: identifier expected instead of '['
compat-table/es6/destructuring-decl.for-of.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.for-of.js(10) : Error: identifier expected instead of '['
compat-table/es6/destructuring-decl.generator.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.generator.js(10) : Error: identifier expected instead of '['
compat-table/es6/destructuring-decl.iterable-instance.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.iterable-instance.js(34) : Error: identifier expected instead of '['
compat-table/es6/destructuring-decl.iterable.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.iterable.js(34) : Error: identifier expected instead of '['
compat-table/es6/destructuring-decl.iterator-closing.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.iterator-closing.js(38) : Error: identifier expected instead of '['
compat-table/es6/destructuring-decl.multiple-var.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.multiple-var.js(10) : Error: identifier expected instead of '['
compat-table/es6/destructuring-decl.nested.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.nested.js(10) : Error: identifier expected instead of '['
compat-table/es6/destructuring-decl.object-primitives.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.object-primitives.js(10) : Error: identifier expected instead of '{'
compat-table/es6/destructuring-decl.object.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.object.js(10) : Error: identifier expected instead of '{'
compat-table/es6/destructuring-decl.rest.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.rest.js(10) : Error: identifier expected instead of '['
compat-table/es6/destructuring-decl.sparse-array.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.sparse-array.js(10) : Error: identifier expected instead of '['
compat-table/es6/destructuring-decl.string.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.string.js(10) : Error: identifier expected instead of '['
compat-table/es6/destructuring-decl.throws-null-undefined.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.throws-null-undefined.js(11) : Error: identifier expected instead of '{'
compat-table/es6/destructuring-decl.trailing-comma-iterable.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.trailing-comma-iterable.js(10) : Error: identifier expected instead of '['
compat-table/es6/destructuring-decl.trailing-comma-object.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-decl.trailing-comma-object.js(10) : Error: identifier expected instead of '{'
compat-table/es6/destructuring-params.aliased-defaults-arrow.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.aliased-defaults-arrow.js(10) : Error: expression expected, not '>'
compat-table/es6/destructuring-params.arguments.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.arguments.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.array.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.array.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.astral-string.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.astral-string.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.computed-properties.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.computed-properties.js(11) : Error: identifier expected
compat-table/es6/destructuring-params.defaults-new-function.js: SyntaxError: anonymous(1) : Error: Identifier expected in FormalParameterList, not {
compat-table/es6/destructuring-params.defaults-separate-scope.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.defaults-separate-scope.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.defaults.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.defaults.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.duplicate-identifier.js: failed
compat-table/es6/destructuring-params.empty-patterns.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.empty-patterns.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.generator.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.generator.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.iterable-instance.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.iterable-instance.js(34) : Error: identifier expected
compat-table/es6/destructuring-params.iterable.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.iterable.js(34) : Error: identifier expected
compat-table/es6/destructuring-params.iterator-closing.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.iterator-closing.js(38) : Error: identifier expected
compat-table/es6/destructuring-params.length.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.length.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.nested.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.nested.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.new-function.js: SyntaxError: anonymous(1) : Error: Identifier expected in FormalParameterList, not {
compat-table/es6/destructuring-params.object-primitives.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.object-primitives.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.object.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.object.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.rest.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.rest.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.shorthand-defaults-arrow.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.shorthand-defaults-arrow.js(10) : Error: found '=' when expecting ':'
compat-table/es6/destructuring-params.sparse-array.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.sparse-array.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.string.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.string.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.throws-null-undefined.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.throws-null-undefined.js(11) : Error: identifier expected
compat-table/es6/destructuring-params.trailing-comma-iterable.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.trailing-comma-iterable.js(10) : Error: identifier expected
compat-table/es6/destructuring-params.trailing-comma-object.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): destructuring-params.trailing-comma-object.js(10) : Error: identifier expected
compat-table/es6/for-of.array.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): for-of.array.js(11) : Error: ';' or 'in' expected, not 'of'
compat-table/es6/for-of.astral-string.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): for-of.astral-string.js(11) : Error: ';' or 'in' expected, not 'of'
compat-table/es6/for-of.generator.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): for-of.generator.js(11) : Error: found '*' when expecting '('
compat-table/es6/for-of.iterable-instance.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): for-of.iterable-instance.js(36) : Error: ';' or 'in' expected, not 'of'
compat-table/es6/for-of.iterable.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): for-of.iterable.js(36) : Error: ';' or 'in' expected, not 'of'
compat-table/es6/for-of.iterator-closing-break.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): for-of.iterator-closing-break.js(37) : Error: ';' or 'in' expected, not 'of'
compat-table/es6/for-of.iterator-closing-throw.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): for-of.iterator-closing-throw.js(38) : Error: ';' or 'in' expected, not 'of'
compat-table/es6/for-of.sparse-array.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): for-of.sparse-array.js(12) : Error: ';' or 'in' expected, not 'of'
compat-table/es6/for-of.string.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): for-of.string.js(11) : Error: ';' or 'in' expected, not 'of'
compat-table/es6/function.block-level-decl.js: failed
compat-table/es6/generators.basic.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.basic.js(10) : Error: found '*' when expecting '('
compat-table/es6/generators.constructor.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.constructor.js(10) : Error: found '*' when expecting '('
compat-table/es6/generators.expression.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.expression.js(10) : Error: found '*' when expecting '('
compat-table/es6/generators.no-new-this.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.no-new-this.js(10) : Error: found '*' when expecting '('
compat-table/es6/generators.prototype-chain.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.prototype-chain.js(10) : Error: found '*' when expecting '('
compat-table/es6/generators.prototype.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.prototype.js(10) : Error: found '*' when expecting '('
compat-table/es6/generators.return.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.return.js(10) : Error: found '*' when expecting '('
compat-table/es6/generators.sending.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.sending.js(11) : Error: found '*' when expecting '('
compat-table/es6/generators.shorthand.class.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.shorthand.class.js(10) : Error: found 'class' instead of statement
compat-table/es6/generators.shorthand.computed.class.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.shorthand.computed.class.js(11) : Error: found 'class' instead of statement
compat-table/es6/generators.shorthand.computed.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.shorthand.computed.js(12) : Error: identifier expected
compat-table/es6/generators.shorthand.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.shorthand.js(11) : Error: identifier expected
compat-table/es6/generators.shorthand.no-constructor.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.shorthand.no-constructor.js(10) : Error: found 'class' instead of statement
compat-table/es6/generators.shorthand.string-keyed.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.shorthand.string-keyed.js(11) : Error: identifier expected
compat-table/es6/generators.this.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.this.js(10) : Error: found '*' when expecting '('
compat-table/es6/generators.throw.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.throw.js(11) : Error: found '*' when expecting '('
compat-table/es6/generators.yield-precedence.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.yield-precedence.js(11) : Error: found '*' when expecting '('
compat-table/es6/generators.yield-star.array.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.yield-star.array.js(10) : Error: found '*' when expecting '('
compat-table/es6/generators.yield-star.astral-string.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.yield-star.astral-string.js(10) : Error: found '*' when expecting '('
compat-table/es6/generators.yield-star.generator.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.yield-star.generator.js(10) : Error: found '*' when expecting '('
compat-table/es6/generators.yield-star.iterable-instance.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.yield-star.iterable-instance.js(33) : Error: found '*' when expecting '('
compat-table/es6/generators.yield-star.iterable.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.yield-star.iterable.js(34) : Error: found '*' when expecting '('
compat-table/es6/generators.yield-star.iterator-closing-throw.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.yield-star.iterator-closing-throw.js(42) : Error: found '*' when expecting '('
compat-table/es6/generators.yield-star.iterator-closing.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.yield-star.iterator-closing.js(40) : Error: found '*' when expecting '('
compat-table/es6/generators.yield-star.non-iterable-error.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.yield-star.non-iterable-error.js(10) : Error: found '*' when expecting '('
compat-table/es6/generators.yield-star.sparse-array.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.yield-star.sparse-array.js(10) : Error: found '*' when expecting '('
compat-table/es6/generators.yield-star.string.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): generators.yield-star.string.js(10) : Error: found '*' when expecting '('
compat-table/es6/let.basic.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): let.basic.js(10) : Error: found 'foo' when expecting ';'
compat-table/es6/let.block-scoped.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): let.block-scoped.js(10) : Error: found 'bar' when expecting ';'
compat-table/es6/let.for-in-shadow.js: failed
compat-table/es6/let.for-iteration.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): let.for-iteration.js(10) : Error: found 'scopes' when expecting ';'
compat-table/es6/let.for-loop.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): let.for-loop.js(10) : Error: found 'baz' when expecting ';'
compat-table/es6/let.no-statement.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): let.no-statement.js(10) : Error: found 'bar' when expecting ';'
compat-table/es6/let.shadow.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): let.shadow.js(11) : Error: found 'bar' when expecting ';'
compat-table/es6/let.strict.basic.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): let.strict.basic.js(11) : Error: found 'foo' when expecting ';'
compat-table/es6/let.strict.block-scoped.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): let.strict.block-scoped.js(11) : Error: found 'bar' when expecting ';'
compat-table/es6/let.strict.for-in-shadow.js: failed
compat-table/es6/let.strict.for-iteration.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): let.strict.for-iteration.js(11) : Error: found 'scopes' when expecting ';'
compat-table/es6/let.strict.for-loop.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): let.strict.for-loop.js(11) : Error: found 'baz' when expecting ';'
compat-table/es6/let.strict.no-statement.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): let.strict.no-statement.js(11) : Error: found 'bar' when expecting ';'
compat-table/es6/let.strict.shadow.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): let.strict.shadow.js(12) : Error: found 'bar' when expecting ';'
compat-table/es6/let.strict.tdz.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): let.strict.tdz.js(13) : Error: found 'qux' when expecting ';'
compat-table/es6/let.tdz.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): let.tdz.js(12) : Error: found 'qux' when expecting ';'
compat-table/es6/literals.binary.Number.js: failed
compat-table/es6/literals.binary.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): literals.binary.js(9) : Error: found 'b10' when expecting ';'
compat-table/es6/literals.object.computed-accessors.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): literals.object.computed-accessors.js(13) : Error: found '[' when expecting ':'
compat-table/es6/literals.object.computed-properties.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): literals.object.computed-properties.js(11) : Error: identifier expected
compat-table/es6/literals.object.computed-shorthand-methods.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): literals.object.computed-shorthand-methods.js(11) : Error: identifier expected
compat-table/es6/literals.object.shorthand-methods.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): literals.object.shorthand-methods.js(10) : Error: found '(' when expecting ':'
compat-table/es6/literals.object.shorthand-properties.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): literals.object.shorthand-properties.js(10) : Error: found ',' when expecting ':'
compat-table/es6/literals.object.string-keyed-shorthand-methods.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): literals.object.string-keyed-shorthand-methods.js(10) : Error: found '(' when expecting ':'
compat-table/es6/literals.octal.Number.js: failed
compat-table/es6/literals.octal.js: failed: dmdscript.script.ScriptException@engine/source/dmdscript/script.d(66): literals.octal.js(9) : Error: found 'o10' when expecting ';'
compat-table/es6/misc.Invalid-Date.js: failed
compat-table/es6/misc.Object.freeze.primitives.js: TypeError: Object function Function() { [native code] }.freeze is undefined and has no Call method
compat-table/es6/misc.Object.getOwnPropertyDescriptor.primitives.js: TypeError: Object function Function() { [native code] }.getOwnPropertyDescriptor is undefined and has no Call method
compat-table/es6/misc.Object.getOwnPropertyNames.primitives.js: TypeError: Object function Function() { [native code] }.getOwnPropertyNames is undefined and has no Call method
compat-table/es6/misc.Object.getPrototypeOf.primitives.js: TypeError: Object function Function() { [native code] }.getPrototypeOf is undefined and has no Call method
compat-table/es6/misc.Object.isExtensible.primitives.js: TypeError: Object function Function() { [native code] }.isExtensible is undefined and has no Call method
compat-table/es6/misc.Object.isFrozen.primitives.js: TypeError: Object function Function() { [native code] }.isFrozen is undefined and has no Call method
compat-table/es6/misc.Object.isSealed.primitives.js: TypeError: Object function Function() { [native code] }.isSealed is undefined and has no Call method
compat-table/es6/misc.Object.keys.primitives.js: TypeError: Object function Function() { [native code] }.keys is undefined and has no Call method
compat-table/es6/misc.Object.preventExtensions.primitives.js: TypeError: Object function Function() { [native code] }.preventExtensions is undefined and has no Call method
compat-table/es6/misc.Object.seal.primitives.js: TypeError: Object function Function() { [native code] }.seal is undefined and has no Call method
compat-table/es6/misc.Proxy.defineProperty.SetIntegrityLevel.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es6/misc.Proxy.defineProperty.Set.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es6/misc.Proxy.deleteProperty.Array.copyWithin.js: ReferenceError: Variable 'Proxy' is not defined
